1 []
2 []
3 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 75%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 70%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 60%', 'Left=605,', 'Top=353,', 'Right=654,', 'Bottom=380'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378']]
67 [['car: 93%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 78%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 54%', 'Left=604,', 'Top=351,', 'Right=656,', 'Bottom=380']]
68 [['car: 93%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 84%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 78%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 75%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=605,', 'Top=351,', 'Right=655,', 'Bottom=380']]
69 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 84%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 79%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 75%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 58%', 'Left=605,', 'Top=351,', 'Right=655,', 'Bottom=380']]
70 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 84%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 80%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=655,', 'Bottom=380']]
71 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 81%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
72 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 83%', 'Left=43,', 'Top=351,', 'Right=83,', 'Bottom=375'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
73 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 82%', 'Left=43,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
74 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 82%', 'Left=43,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 73%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 62%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
75 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 82%', 'Left=43,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 73%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 62%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
76 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 82%', 'Left=43,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 72%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 62%', 'Left=606,', 'Top=351,', 'Right=655,', 'Bottom=379']]
77 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 81%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=655,', 'Bottom=379']]
78 [['car: 91%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 81%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=350,', 'Right=655,', 'Bottom=379']]
79 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 80%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=350,', 'Right=655,', 'Bottom=379']]
80 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=453,', 'Bottom=376'], ['car: 80%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 79%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=207,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=350,', 'Right=655,', 'Bottom=379']]
81 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=453,', 'Bottom=376'], ['car: 80%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 79%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=207,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=350,', 'Right=655,', 'Bottom=379']]
82 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 62%', 'Left=606,', 'Top=350,', 'Right=654,', 'Bottom=379']]
83 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 82%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 63%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=379'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378']]
84 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=42,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 65%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=379'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378']]
85 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=42,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 65%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=379'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378']]
86 [['car: 92%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 64%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=379'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378']]
87 [['car: 92%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 82%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 80%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 63%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380']]
88 [['car: 92%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=377'], ['car: 81%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 74%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 60%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=380']]
89 [['car: 92%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 82%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=607,', 'Top=350,', 'Right=654,', 'Bottom=379']]
90 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=42,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 80%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 57%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=379']]
91 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=42,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 57%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=379']]
92 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 84%', 'Left=42,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 57%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
93 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=42,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=379']]
94 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=42,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 61%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378']]
95 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=42,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
96 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=42,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
97 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 58%', 'Left=605,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 68%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378']]
98 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 59%', 'Left=605,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 68%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=378']]
99 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 60%', 'Left=605,', 'Top=351,', 'Right=653,', 'Bottom=380'], ['car: 69%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378']]
100 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 82%', 'Left=43,', 'Top=350,', 'Right=82,', 'Bottom=375'], ['car: 77%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 61%', 'Left=605,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 71%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378']]
