1 []
2 []
3 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 81%', 'Left=44,', 'Top=351,', 'Right=83,', 'Bottom=375'], ['car: 77%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 72%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 53%', 'Left=606,', 'Top=351,', 'Right=652,', 'Bottom=379']]
67 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 72%', 'Left=154,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 61%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380'], ['car: 72%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375']]
68 [['car: 91%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 73%', 'Left=154,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 72%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 61%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=379']]
69 [['car: 91%', 'Left=403,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 72%', 'Left=44,', 'Top=351,', 'Right=83,', 'Bottom=375'], ['car: 60%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=379']]
70 [['car: 92%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 72%', 'Left=44,', 'Top=351,', 'Right=83,', 'Bottom=375'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=379']]
71 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=453,', 'Bottom=376'], ['car: 79%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 76%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=379']]
72 [['car: 91%', 'Left=404,', 'Top=353,', 'Right=452,', 'Bottom=376'], ['car: 78%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 77%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=379'], ['car: 75%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 59%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
73 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 77%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=379'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 58%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=380']]
74 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 76%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 76%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=379'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 60%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=380']]
75 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 74%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 61%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380']]
76 [['car: 89%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 63%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380'], ['car: 73%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 71%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375']]
77 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 63%', 'Left=607,', 'Top=351,', 'Right=652,', 'Bottom=380'], ['car: 67%', 'Left=323,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 71%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375']]
78 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 73%', 'Left=319,', 'Top=349,', 'Right=396,', 'Bottom=379'], ['car: 63%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 71%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375']]
79 [['car: 88%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 64%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380'], ['car: 73%', 'Left=319,', 'Top=349,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375']]
80 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=319,', 'Top=349,', 'Right=396,', 'Bottom=379'], ['car: 65%', 'Left=607,', 'Top=351,', 'Right=653,', 'Bottom=380'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378']]
81 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 75%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 65%', 'Left=607,', 'Top=351,', 'Right=652,', 'Bottom=380'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378']]
82 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 76%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 62%', 'Left=608,', 'Top=351,', 'Right=652,', 'Bottom=380']]
83 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=319,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 61%', 'Left=608,', 'Top=351,', 'Right=652,', 'Bottom=380']]
84 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 74%', 'Left=319,', 'Top=349,', 'Right=396,', 'Bottom=379'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=608,', 'Top=351,', 'Right=653,', 'Bottom=380']]
85 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 74%', 'Left=319,', 'Top=349,', 'Right=396,', 'Bottom=379'], ['car: 75%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=608,', 'Top=351,', 'Right=653,', 'Bottom=380']]
86 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 76%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 57%', 'Left=608,', 'Top=351,', 'Right=653,', 'Bottom=380']]
87 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 77%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=608,', 'Top=351,', 'Right=653,', 'Bottom=380']]
88 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 77%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 77%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 55%', 'Left=607,', 'Top=352,', 'Right=653,', 'Bottom=380']]
89 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 76%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 55%', 'Left=607,', 'Top=352,', 'Right=653,', 'Bottom=380']]
90 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 75%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=379'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 56%', 'Left=607,', 'Top=352,', 'Right=653,', 'Bottom=380']]
91 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 67%', 'Left=324,', 'Top=349,', 'Right=428,', 'Bottom=377'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=652,', 'Bottom=380']]
92 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 71%', 'Left=324,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=652,', 'Bottom=380']]
93 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 73%', 'Left=324,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 53%', 'Left=605,', 'Top=351,', 'Right=653,', 'Bottom=380']]
94 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 72%', 'Left=324,', 'Top=349,', 'Right=431,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=352,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=380']]
95 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 74%', 'Left=324,', 'Top=349,', 'Right=431,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=352,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=153,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 55%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=380']]
96 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 73%', 'Left=324,', 'Top=349,', 'Right=431,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=352,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=153,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=380']]
97 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=324,', 'Top=349,', 'Right=432,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=153,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 53%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
98 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=323,', 'Top=349,', 'Right=432,', 'Bottom=377'], ['car: 73%', 'Left=43,', 'Top=351,', 'Right=80,', 'Bottom=375'], ['car: 70%', 'Left=153,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 52%', 'Left=605,', 'Top=350,', 'Right=654,', 'Bottom=380']]
99 [['car: 89%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 76%', 'Left=323,', 'Top=349,', 'Right=433,', 'Bottom=377'], ['car: 73%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=152,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 53%', 'Left=605,', 'Top=350,', 'Right=654,', 'Bottom=380']]
100 [['car: 90%', 'Left=402,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 75%', 'Left=323,', 'Top=349,', 'Right=432,', 'Bottom=377'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=152,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 54%', 'Left=605,', 'Top=350,', 'Right=654,', 'Bottom=380']]
